Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,Bioactivity,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3809053,,0,444.49,1,5.89,3t,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)cc3)C2=O)c1,IC50,'=',6700,nM,Intermediate,5.17,,,UO_0000065,11.64,0.21,-0.72,7.39,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,444.49,5.8863,1,3
CHEMBL3809059,,0,464.48,1,5.49,3r,COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,IC50,'=',30700,nM,Inactive,4.51,,,UO_0000065,9.72,0.18,-0.98,4.89,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,464.477,5.4879,1,5
CHEMBL3809159,,0,372.38,0,4.45,3l,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,372.38,4.4509,1,4
CHEMBL3809329,,0,510.98,2,7.26,3h,CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,IC50,'=',6000,nM,Intermediate,5.22,,,UO_0000065,10.22,0.19,-2.04,6.28,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,510.977,7.2561,1,4
CHEMBL3809498,,0,459.46,1,5.35,3q,N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,IC50,'=',18700,nM,Inactive,4.73,,,UO_0000065,10.29,0.18,-0.62,4.42,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,459.461,5.35098,1,5
CHEMBL3809506,,0,476.53,1,6.6,3o,CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,IC50,'=',11700,nM,Inactive,4.93,,,UO_0000065,10.35,0.19,-1.67,5.93,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,476.532,6.6027,1,4
CHEMBL3809579,,0,490.56,1,6.78,3p,CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,IC50,'=',8600,nM,Intermediate,5.07,,,UO_0000065,10.33,0.19,-1.71,6.09,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,490.559,6.7768,1,4
CHEMBL3809833,,0,358.35,0,3.81,3s,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccco3)C2=O)c1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,358.353,3.8123,1,4
CHEMBL3809861,,0,434.45,1,5.48,3k,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)c1,IC50,'=',6400,nM,Intermediate,5.19,,,UO_0000065,11.95,0.21,-0.29,6.25,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,434.451,5.4793,1,4
CHEMBL3809926,,0,474.52,1,5.8,3u,O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)c1,IC50,'=',15700,nM,Inactive,4.8,,,UO_0000065,10.12,0.18,-1,6.07,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,474.516,5.7983,1,4
CHEMBL3810010,,0,406.83,1,5.1,3e,CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,406.825,5.1043,1,4
CHEMBL3810058,,0,390.44,1,5.78,3j,O=C1/C(=C\c2ccc(-c3ccccc3)o2)C(c2ccccc2)=NN1c1ccccc1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,390.442,5.7811,0,3
CHEMBL3810109,,0,504.8,2,5.34,3b,O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,504.804,5.3449,2,5
CHEMBL3810325,,0,452.44,1,5.62,3n,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,IC50,'=',37500,nM,Inactive,4.43,,,UO_0000065,9.78,0.18,-1.19,5.33,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,452.441,5.6184,1,4
CHEMBL3810328,,0,468.9,1,6.13,3f,O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,IC50,'=',16400,nM,Inactive,4.79,,,UO_0000065,10.21,0.19,-1.34,5.76,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,468.896,6.1327,1,4
CHEMBL3810361,,0,434.45,1,5.48,3m,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,IC50,'=',41200,nM,Inactive,4.38,,,UO_0000065,10.09,0.18,-1.09,5.28,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,434.451,5.4793,1,4
CHEMBL3810366,,0,450.83,0,4.8,3a,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3811446,Inhibition of SARS coronavirus recombinant 3CL-PRO expressed in Escherichia coli JM109 cells using Dabcyl-KTSAVLQSGFRKME-Edans as fluorogenic substrate by fluorometric assay,B,BAO_0000219,cell-based format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3808339,1,Scientific Literature,Bioorg. Med. Chem.,2016,None,,450.834,4.8025,2,5
CHEMBL383725,,0,413.21,0,4.17,2f,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(I)cc21,IC50,'=',1100,nM,Active,5.96,,,UO_0000065,14.42,0.35,1.79,15.94,FALSE,CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1148529,1,Scientific Literature,J. Med. Chem.,2006,None,,413.214,4.1739,0,2
CHEMBL384739,,0,314.71,0,1.71,9,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,15.33,0.33,3.11,4.63,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,314.706,1.7144,0,5
CHEMBL388676,CAPTAN,0,300.59,0,2.91,Captan,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,IC50,'=',670,nM,Active,6.17,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,300.594,2.9135,0,3
CHEMBL393608,,0,547.65,1,1.4,7,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,IC50,'=',200000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL898907,Inhibition of SARS-CoV 3C-like protease by FRET based microplate assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137503,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,,547.653,1.39862,4,8
CHEMBL3963349,,0,668.67,2,0.01,Z-DEVD-FMK,COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)C(C)C,IC50,'=',10,nM,Highly Active,8,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,668.672,0.0098,4,12
CHEMBL397154,,0,625.76,2,0.67,4,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(C)C,IC50,'=',10000,nM,Inactive,5,,,UO_0000065,7.99,0.16,4.33,2.48,FALSE,CHEMBL898907,Inhibition of SARS-CoV 3C-like protease by FRET based microplate assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137503,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,,625.764,0.674,6,9
CHEMBL399121,HESPERETIN,0,302.28,0,2.52,Hesperetin,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,IC50,'=',60000,nM,Inactive,4.22,,,UO_0000065,13.97,0.26,1.7,4.39,FALSE,CHEMBL2395054,Inhibition of recombinant SARS coronavirus 3C-like protease trans-cleavage activity by ELISA,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,302.282,2.5185,3,6
CHEMBL40275,ALOE-EMODIN,0,270.24,0,1.37,Aloeemodin,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,IC50,'=',132000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL2395054,Inhibition of recombinant SARS coronavirus 3C-like protease trans-cleavage activity by ELISA,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,270.24,1.3655,3,5
CHEMBL403183,,0,207.25,0,1.81,BAY-11-7082,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,IC50,'=',820,nM,Active,6.09,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,207.254,1.806,0,3
CHEMBL406050,PX-12,2,188.32,0,2.95,PX-12,CCC(C)SSc1ncc[nH]1,IC50,'=',140,nM,Active,6.85,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,188.321,2.9485,1,3
CHEMBL4202812,,0,586.73,1,3.35,9c,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,IC50,'=',5200,nM,Intermediate,5.28,,,UO_0000065,9.01,0.17,1.93,3.69,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,586.73,3.3496,3,7
CHEMBL4203883,,0,690.79,1,2.36,10c,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],IC50,'=',6300,nM,Intermediate,5.2,,,UO_0000065,7.78,0.15,2.84,2.59,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,690.792,-0.9817,4,10
CHEMBL4204431,,0,572.61,1,-0.03,10f,CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CC1.[Na+],IC50,'=',8800,nM,Intermediate,5.06,,,UO_0000065,9.18,0.19,5.09,2.52,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,572.613,-3.3732,4,10
CHEMBL4208240,,0,600.67,1,0.74,10a,CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],IC50,'=',5100,nM,Intermediate,5.29,,,UO_0000065,9.15,0.19,4.55,2.64,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,600.667,-2.5946,4,10
CHEMBL4208764,,0,668.77,1,0.38,10d,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],IC50,'=',4300,nM,Active,5.37,,,UO_0000065,8.3,0.17,4.99,2.57,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,668.767,-2.9572,4,10
CHEMBL4209146,,0,474.58,0,-0.24,9b,CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,IC50,'=',28800,nM,Inactive,4.54,,,UO_0000065,9.57,0.19,4.78,3.01,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,474.58,-0.2388,3,7
CHEMBL4212620,,0,524.66,1,2.52,9e,CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CCN(C(=O)OC(C)(C)C)CC1,IC50,'=',5500,nM,Intermediate,5.26,,,UO_0000065,10.02,0.19,2.74,3.67,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,524.659,2.5169,3,7
CHEMBL4213159,,0,578.64,1,-1.23,10b,CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],IC50,'=',42100,nM,Inactive,4.38,,,UO_0000065,7.86,0.17,5.61,2.1,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,578.642,-4.5701,4,10
CHEMBL4214066,,0,496.61,0,1.74,9a,CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,IC50,'=',2100,nM,Active,5.68,,,UO_0000065,11.43,0.22,3.94,3.97,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,496.605,1.7367,3,7
CHEMBL4214471,,0,564.71,1,1.37,9d,CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,IC50,'=',3900,nM,Active,5.41,,,UO_0000065,9.58,0.19,4.04,3.58,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,564.705,1.3741,3,7
